Date,SOFR
10/3/2024,4.85
10/4/2024,4.83
10/7/2024,4.83
10/8/2024,4.84
10/9/2024,4.83
10/10/2024,4.82
10/11/2024,4.81
10/14/2024,.
10/15/2024,4.86
10/16/2024,4.86
10/17/2024,4.85
