-4.109845024960274984e-02,3.292968152310333380e-02,4.315905114395149345e-02
3.745619474213346400e-01,1.229172025328147538e-01,5.954917699515398927e-02
-3.396347777678839774e-01,1.470848074621325108e-01,-2.518033711479596426e-01
-1.752781871618091514e-01,-2.126006204669225463e-01,1.597949622056433691e-03
1.081089846538829946e-01,1.634542019484430397e-01,7.585705500738249007e-02
-5.655393375942606715e-01,-1.564916688820127688e-01,-1.373344662879417803e-02
-5.371905514199187825e-01,2.253583354287168605e-01,1.844674011477008199e-02
2.770045781732984325e-01,-8.309771395752968415e-02,-1.293284103586759548e-01
-3.599095219764979203e-02,-7.759675390492073999e-02,-1.410798708690922569e-03
-1.707485013040124233e-01,4.847436501511939722e-02,-1.892856164971553901e-01
-5.113991063054750680e-02,2.499343348549844246e-01,-1.219916513239132083e-01
2.609970133185801067e-01,-2.000396959142272113e-01,-2.827725797484315073e-01
-3.061199092882237460e-01,4.654073183230251348e-02,2.046773826787046807e-02
1.097633324570740539e-02,-4.281272707627631902e-01,-8.101440334304916766e-03
-2.256356714618424166e-04,7.025517505288707276e-02,-6.358228529915455063e-02
-6.799557050836091410e-02,2.358041786826302888e-01,6.311718444462731392e-02
-1.191787537247251810e-01,-1.071997452631449042e-02,1.053654182622704716e-01
-2.458936397081165903e-01,-1.297794510778765009e-01,-4.194257765894892076e-01
-6.983027963711800623e-02,-4.826216714330616026e-02,1.487551249265786912e-01
3.008275226111628044e-03,-1.787667525976633920e-01,2.668884471767601907e-01
9.666728062164334223e-02,4.591455478683548197e-01,4.610415683622555716e-01
-2.889726955189659829e-01,-2.506617257053857517e-01,1.393072628573965022e-01
1.615973782555494009e-01,3.025828413985792165e-01,4.211583373223498628e-02
1.387445550603334798e-01,1.847628530632328403e-01,-1.067449793555295123e-01
3.572204653678507924e-01,5.905532927648304148e-02,2.897419274104499620e-01
-3.037211251828477732e-01,1.446187550480444173e-01,2.820430068721473948e-01
-1.243766764264315206e-01,-3.669459074303607071e-01,-8.868066366282767454e-02
-1.337573164322862496e-01,-1.152971325189629526e-01,-3.066137000923905287e-01
-1.106287178802901200e-01,-1.411116364845116655e-01,-5.006702700169183284e-01
-7.100294755979125183e-02,3.522086456154205902e-01,2.722400994813857500e-02
-2.052668333225502462e-01,1.147906258758766146e-01,3.214826435506000224e-01
9.176155690936220466e-02,1.127966083833556871e-01,3.449953490259500405e-02
-2.674170003582222732e-02,-5.295942539832643181e-02,2.419157634123426937e-02
-1.723490780080046969e-01,2.346341068057173629e-01,-1.179039751569608135e-01
-1.211282425895540416e-01,-2.511516308485478022e-01,1.417938313414138507e-01
