6.604889741218036023e-04,2.776735521376007543e-01,2.329949466135343705e-01
-5.172308810678546420e-01,-4.135168216022608312e-01,6.615224654357515499e-02
7.671972148098273048e-02,-8.551537984453129460e-02,-2.027689826242709548e-01
1.439390710520808692e-01,3.162810261425261782e-01,-5.954512118041072055e-02
5.276404099211279286e-02,1.413619612520774227e-01,-9.427276926453675987e-03
-8.237472327152432772e-03,-1.417304893513342268e-01,1.878696110855703760e-01
-2.489017102820565569e-02,1.655353561436905263e-01,-1.773321256325482431e-01
2.032688459612046195e-01,-2.433004139991959969e-01,1.548678131324971174e-01
2.947372801551131904e-01,5.365357881776395832e-01,2.036098109122613797e-01
1.690117158176163148e-01,2.194862787009558558e-01,6.956850465246927628e-02
8.852225642070765677e-02,1.712936183117829414e-01,-1.403492491635533468e-01
9.683727732290288437e-02,4.264224556415370238e-01,3.109188417984415920e-01
-1.119559545946963164e-01,5.132801102128170534e-02,8.598744213322710717e-02
-1.230483687788392899e-01,-3.842805445347970139e-02,2.321866828421621440e-02
1.865962547380317915e-01,-7.207563955544636636e-02,3.396977821494547856e-01
-4.330482456166317995e-01,-3.431487792813869842e-02,-2.149683063954203333e-01
2.048594013343103537e-01,-3.516501815375247531e-02,-1.326885414203546887e-01
1.463125344576898523e-01,1.557346522861123850e-01,-2.247855103679932132e-01
-2.561689005283567244e-01,1.267456544467631871e-04,-1.410727555511826770e-01
-3.455852101957162525e-01,-9.151313799504354196e-02,2.446619745341686025e-01
-4.048223184955819232e-01,-6.242033662150742179e-02,8.230633013168137113e-02
-8.735628312476491353e-02,-1.331267355033126376e-01,-1.455936889728975669e-01
-6.494631637295719684e-02,5.485374772695642692e-02,-8.723485492851180967e-02
2.743374964171666486e-01,2.871542998220488196e-01,-2.316039300645317267e-02
-3.222909926603396702e-01,1.730014151505346043e-01,-2.553255070450393127e-01
-7.845407054506955968e-02,-9.342598172309687921e-02,-2.710980444815483392e-01
4.623767186635113768e-02,1.728020913140495760e-02,6.895515905282168304e-03
6.226659546179644233e-02,-6.462748760263693770e-02,3.804689929391349978e-02
-3.185360412160238019e-01,2.537756692397931113e-01,4.992576454719876988e-02
-8.805159868725020988e-02,-1.020802776465792316e-01,6.475502269332648886e-02
-3.545669105125275750e-02,-8.408265177845300475e-02,4.171017812085658361e-01
-9.246112542250767632e-03,-1.861348897548226189e-01,-2.870672484088120924e-01
1.637190444719836269e-01,-5.733602002058088565e-02,3.238466382386703257e-01
4.116563996540942849e-01,-1.807749137992187838e-01,6.283573728125484148e-02
-2.353458620775880084e-01,-1.791544948573431384e-01,1.086393695294742417e-01
9.576705631136647745e-03,-1.708715592782180936e-01,1.628874618995116569e-02
1.111744379307364333e-01,1.749417625813572963e-01,4.653984838145479586e-01
2.212173232497817998e-01,2.750645441918165290e-01,2.231598261655228232e-01
-1.753971674398880146e-02,2.279651352878128978e-01,2.338792893552072982e-01
2.819706089828683537e-01,1.160654075284357767e-01,1.875664437988302071e-03
-1.836790720420166945e-01,2.985252253852874182e-02,3.219910633487204077e-01
-2.552116426012268624e-01,-2.753191225842888112e-01,-1.087493212364337158e-01
-9.427217714799653037e-02,-1.422924226072301568e-01,-9.466575394650166356e-03
2.388488168192150762e-01,7.671296004890737485e-02,7.597773875147795231e-02
1.266428396108969234e-02,7.104468590063482691e-02,1.256647591808757458e-01
-3.467405938554272982e-02,1.595525948473193179e-01,-5.991264454216232993e-02
-2.449210857847828327e-01,9.539582057712561736e-02,-6.229444417858771843e-02
-1.632645917790309376e-01,-2.461690769636918352e-01,2.522650505386888065e-01
-3.802472247209653239e-03,-8.343006098249965141e-02,8.882347686825629862e-02
-6.939993269881657156e-02,2.515340950496253170e-01,-2.627368311000916612e-01
9.662435437935147642e-02,1.190236655760190249e-01,1.619663786248054863e-03
6.046847735934949425e-02,-2.632344362284804729e-01,-1.884581484648873428e-01
-2.387805511744542086e-01,-2.957328617282601324e-01,6.033217539158047815e-02
1.204551008018399649e-01,4.168964505014173538e-02,-5.175894067726445613e-02
-2.344652133447343856e-01,6.097498116800775803e-02,2.527445307200825927e-02
2.192370405309477244e-01,3.379557644758732771e-01,4.024410074234898715e-01
-3.608102147316000208e-01,-1.274303390460231888e-01,5.688162404912064894e-03
-1.729944146684537498e-01,1.559319152399883113e-01,1.242187343483664858e-01
7.797379014085209503e-02,4.676821045167029595e-02,-1.479288771170605699e-01
2.955506846351538264e-01,-5.970598732369684220e-02,-3.260513798429794941e-01
6.244720144403390072e-02,9.819901916623118010e-02,2.236686176532713677e-01
9.866141335606937179e-02,2.793357422217330188e-01,-1.695422258402172477e-01
-1.722435252297579433e-01,-4.042007668232782541e-02,-3.353461599344906285e-02
-2.079743911502586473e-01,3.242416740220485649e-01,2.714682360693142504e-01
-8.572780672128521573e-02,-3.628644299055109324e-01,1.693960850329002676e-01
